district,name,location,taluk,village,status,contacts,facilities_available,total_people,total_males,total_females,total_infants,food_req,clothing_req,sanitary_req,medical_req,other_req
ekm,"Ezhupram Community 05 Hall,Aikkaranad","Ezhupram Community 05
Hall,Aikkaranad",Kunnathunad,Aikkaranad north,active,"Shanty M John-
8547613617",,27,10,15,2,,,,,
ktm,"Kumaramkunnu, L.P. SChool","Kumaramkunnu, Arpookara",Kottayam,Arpookara,active,,,,,,,,N0(Panchayat suplied neccessery inner garments.and sanitary pads),,,
ekm,"St.Thomas church Parish Hall , Karukutty","St.Thomas church Parish
Hall , Karukutty",Aluva,Karukutty,active,A.B.Vijayalakshmi -99617 25131(Charge OFFICER),,32,,,,,,,,
tcr,Prompel St Marys HS Kattur,Prompel St Marys HS Kattur,Mukundapuram,Kattur,active,Rekha K R- 8547614306,,,61,69,36,Satisfactory,Needed,Needed,Needed,
alp,Cherthala Kadakkarappally Kandamangalam Devaswam,"Kadakkarappally, Kerala 688529",Cherthala,Kadakkarappally,active,"9497799188- Thahasildar Cherthala
9495087874,9037740265(BDO Pattanakkad)",,1038,,,,No,No,No,Medicines,Bathrooms
ktm,Rugmini Kalyana Mandapam,"Edayazham,Vechoor P O",Vaikom,Vechoor,active,9400697464,,1339,568,657,114,Available,Needed,Needed,Available,
tcr,Vellur L P S,Vellur L P S,Mukundapuram,Puthenchira,active,Greeshlal M P - 8147614329,,,35,,,Needed,Needed,Needed,Needed,
ekm,Chundakuzhi Church,Chundakuzhi Church,Kunnathunad,Vengoor West,active,"Suni V A
-8547613605
Vengoor
West85476136",എല്ലാ സൌകര്യങ്ങളും ലഭ്യമാണ്.,59,,,,,,,,
pkd,MR School Mukkali kallamala,"kallamala, Mannarkkad",Mannarkkad,Kallamala,active,"Smt.Renu.R Deputy Collector 9895982648
8547615226",,98,48,50,2,Available,Available,Available,Satisfied,
ptm,"St.George Parish hall ,Keerukuzhi","St.George Parish hall ,Keerukuzhi
Pandalam Thekkekara",Adoor,Pandalam Thekkekara,active,Sam P Thomas- 8547611207,,185,62,75,48,,,,,
ktm,Thonnamkuzhy L.P school,"Thonnamkuzhy, Arpookara",Kottayam,Arpookara,active,,,,,,,,N0(Panchayat suplied neccessery inner garments.and sanitary pads),,,
ekm,"Boys HSS, Aluva","Boys HSS, Aluva",Aluva,Aluva West,active,"Rashimon C A -9446068288(Charge Officer)
Aluva West -8547613704",,2,1,2,0,No,No,No,Yes,"family-2 
LPG,Tooth Brush,Paste,Tounge Cleaner,Cleaning materials"
wnd,GMUPS Anjukunnu,"Anjukunnu Post

Panamaram Panchayath
Wayanad

Kerala 670645",Mananthavady,Anjukunnu,active,മുജീബ് പി: 9447343963,,358,132,151,75,,,,,
ekm,Akanad Church Hall,Akanad Church Hall,Kunnathunad,Vengoor West,active,"Suni V A
-8547613605
Vengoor West-8547613605",,70,,,,,,,,
tcr,Mankigi Govt School,Mankigi Govt School,Mukundapuram,Puthenchira,active,Greeshlal M P - 8147614329,,,25,,,Needed,Needed,Needed,Needed,
ktm,"SMV NSS Higher secondary school,kallara",kallara PO,Vaikom,kallara,active,,,,,,,,,,,
tcr,Govt. H S Kattoor,"Govt. H S Kattoor
P O Kattoor",Mukundapuram,Kattur,active,Rekha K R- 8547614306,,,67,64,0,Satisfactory,Needed,Needed,Needed,
pkd,PKHMOUPS,"Nalukandam , Edathanattukkara,  Post- 678601 
Alanallur Mannarkkad",Mannarkkad,Alanallur 3,active,7025538825,,31,12,15,4,Available,Available,Available,Available,
ekm,"Iringole Govt. V H S , Iringole","Iringole Govt. V H S ,
Iringole",Kunnathunad,Perumbavoor,active,"Shameer A K
-8547613602",,220,,,,,,,,
ktm,"SKV. LPS , Kaipuzha","SKV. LPS , Kaipuzha (po)",kottayam,Kaipuzha,closed,9497542704 (ward member ),,,,,,Now available,,Needed,,
ekm,Asram H S S Perumbavoor,"Asram H S S
Perumbavoor",Kunnathunad,Perumbavoor,active,"Shameer A K
-8547613602",,,,,,,,,,
tcr,Govt Hospital Kattoor,Govt Hospital Kattoor,Mukundapuram,Kattur,active,Rekha K R- 8547614306,,,9,10,2,Satisfactory,Needed,Needed,Camp Mebers Patients,
pkd,St.thomas LPS Uppukulam,"Ponpara,Uppukulam -678601 Alanallur Mannarkkad",Mannarkkad,Alanallur 3,active,8547808216,,150,70,72,8,Available,Available,Available,Available,
tcr,"Sandheepani Asramam,Keezhthandilam","Sandheepani Asramam,Keezhthandilam",Kunnamkulam,Vellatanjhur,active,"Kusumam,Village Officer,Mob:8547614638",,,5,4,3,,,,,
tcr,UMLPS Thoravankadu,UMLPS Thoravankadu,Mukundapuram,Pullur,active,Beena P - 8547614311,,,68,72,9,Needed,Needed,Needed,Needed,
ekm,St Louis LPS Thuruthipuram,St Louis LPS Thuruthipuram,Paravur,Moothakunnam,active,,,188,,,,,,,,
ekm,Govt.LPS Pothanikad,Govt.LPS Pothanikad,Kothamangalam,Pothanikad,duplicate,"Reshmi R
9446876057",,39,16,18,5,,,,,
ekm,"Mary Matha L P School, Kayyuthiyal","Mary Matha L P
School, Kayyuthiyal",Kunnathunad,Vengoor West,active,"Suni V A
-8547613605
Shimi Varghese-
9539486845",സൌകര്യങ്ങള്‍ എല്ലാം ലഭ്യമാണ്.,70,,,,,,,,
ekm,Swami Gopalandada Theertha Vidyanikethan School,"Swami Gopalandada
Theertha Vidyanikethan
School,Nochima",Aluva,Aluva West,active,"Rashimon C A - 9446068288(Charge Officer)
Aluva West - 8547613703",,112,38,29,44,,,,,Family-22
alp,M.M.A School Chathanadu,"M.M.A School
Near N.C John &company
Thondankulangara",Ambalappuzha,Aryad South,active,"8547612201
P.G Manoharan
Thahasildar (LR)",,120,,,,,,,,
pkd,Chalava GUP School,"Chalava, Alanallur-678601",Mannarkkad,Alanallur 3,active,7559029897,,109,29,80,,Available,Kids Dress & Chapels,Available,Available,
pkd,Pombra ALPS,"Pombra, Karimpuzha",Ottappalam,Karimpuzha 2,closed,Renu R (Deputy Collector) 9895982648,,48,24,24,0,Needed,Needed,Needed,Needed,
ekm,SNMHSS MOOTHAKUNNAM,SNMHSS MOOTHAKUNNAM,Paravur,Moothakunnam,active,,,125,,,,,,,,
ekm,Kannyattunirappu Govt;LP School,"Kannyattunirappu
Govt;LP School",Kunnathunad,Thiruvaniyoor,active,"Thiruvaniyoor-
8547613622
K C Poulose-
9447607141",,,,,,,,,,
ktm,St. Mary's LP School,"Edayazham,Vechoor P O",Vaikom,Vechoor,active,8281040964,,1105,516,504,85,Available,Needed,Needed,Available,
ekm,Govt.Town UPS Kothamangalam,Govt.Town UPS Kothamangalam,Kothamangalam,Thrikkariyoor,active,"Anil Kumar M
9947169346",,123,43,56,24,,,,,
ktm,Indira Bhavan,Karipoothattu,Kottayam,Arpookara,active,,,,,,,,N0(Panchayat suplied neccessery inner garments.and sanitary pads),,,
pkd,Sivajyothy School Pudussery west,pudussery,Palakkad,Pudussery west,closed,Smt.Renu.R Deputy Collector 9895982648,,14,5,9,,needed,needed,needed,needed,
ekm,SNM college maliankara,SNM college maliankara,Paravur,Moothakunnam,active,,,335,,,,,,,,
ekm,"SNLP School, Mamala","SNLP School, Mamala",Kunnathunad,Thiruvaniyoor,active,"K C Poulose-
9447607141
Jessy sabu-
7025871757",,210,107,103,,,,,,
ktm,St. Mary's LP School,"Thiruvarppu P O, Kottayam",Kottayam,Thiruvarppu,active,9947393350,,35,15,20,0,Available,Needed,Needed,Available,
tcr,PURANATUKARA ASRAMAM SCHOOL,"PURANATUKARA ASRAMAM SCHOOL, ADAT",Thrissur,ADAT,active,,,200,90,92,18,,,,,
ekm,HDPY Andippillikkavu,HDPY Andippillikkavu,Paravur,Moothakunnam,active,,,118,,,,,,,,
ktm,Karipoothattu Govt School,"Arpookara, Karipoothattu",Kottayam,Arpookara,active,,,,,,,,N0(Panchayat suplied neccessery inner garments.and sanitary pads),,,
tcr,"Dhofar Auditorium,Kandanissery","Dhofar Auditorium,Kandanissery",Kunnamkulam,Kandanissery,active,"Mob:8547002237, Suresh Kumar VFA Mob:8136887112",,,20,25,6,,,,,
ekm,Maniyanppara Saraswathy Shishu Mandiram,Maniyanppara Saraswathy Shishu Mandiram,Kothamangalam,Neriamangalam,active,"Abdul Salam
9447900521",,184,74,77,33,,,,,
ktm,Medical College VHSS,Arpookara,Kottayam,Arpookara,active,,,,,,,,N0(Panchayat suplied neccessery inner garments.and sanitary pads),,,
ekm,Krariyeli Catholic Parish Church hall.Paniyely Shi,"Krariyeli Catholic
Parish Church
hall.Paniyely Shifted
to St.Maries School",Kunnathunad,Kombanad-,active,"Jessy Augustian-
9497679914
Kombanad-
8547613608
M A Shaji-
9446463711",,,,,,,,,,
tcr,UPS Karumathra,UPS Karumathra,Mukundapuram,Karumathra,active,Anilkumar T S- 8547614349,,,105,116,15,Satisfactory,Needed,Needed,Needed,
ekm,"St.Joseph , Angamaly","St.Joseph , Angamaly",Aluva,Angamaly,active,"Gopakumar K - 9497790292(Charge Officer)
Angamaly -8547613707",,1116,585,581,183,,,,,
ekm,H.M.Y.S.H.S.S Kottuvallikkad,"H.M.Y.S.H.S.S Kottuvallikkad, Moothakunnam",Paravur,Moothakunnam,active,,,,,,,,,,,
ekm,Victory Library Pareekkanni,Victory Library Pareekkanni,Kothamangalam,Kuttamangalam,active,"Abdul Salam
9447900521",,126,45,49,32,,,,,
tcr,SNBS Pullur,SNBS Pullur,Mukundapuram,Pullur,active,Beena P - 8547614311,,,99,104,22,Needed,Needed,Needed,Needed,
ktm,St. Michael's Higher Secondary School,Ambika market  P. O,Vaikom,Vechoor,active,9562969418,,1150,458,630,62,Available,Needed,Needed,Available,
ekm,SNDP L P school Panamkuzhy,"SNDP L P school
Panamkuzhy",Kunnathunad,Kombanad,active,"essy Augustian-
9497679914
Kombanad-
8547613608
M A Shaji-
9446463711",,400,,,,,,,,
tcr,Govt UPS Karumatra,Govt UPS Karumatra,Mukundapuram,Karumathra,active,Anilkumar T S- 8547614349,,,89,93,54,Satisfactory,Needed,Needed,Needed,
ptm,Padnjattinssery Colony,"Padnjattinssery Colony
Kaviyur GP",Thiruvalla,Kaviyur,active,KM Harshakumar-9961662701,,,,,,,,,,
ekm,"Govt.LPS,Neeleswaram School","Govt.LPS,Neeleswaram
School",Aluva,Kalady,active,"Diksy Francis- 8848152955(Charge officer)
Kalady -8547613712",,95,,,,,,,,Family-21
ekm,"North Ezhipram Govt. School,Vazhakulam VO& VO Mara","North Ezhipram Govt.
School,Vazhakulam
VO& VO Marambilly",Kunnathunad,vazhakulam vo & marambilly,active,"Ambika-
9446611640
Nisha Aliyar-
9961822081",,696,,,,,,,,
ptm,KNM High school,"KNM High school,
Kaviyur",Thiruvalla,Kaviyur,active,Arun thomas-9447536672,,,,,,,,,,
ekm,Neriamangalam High school,Neriamangalam High school,Kothamangalam,Neriamangalam,active,"Abdul Salam
9447900521",,804,309,335,163,,,,,
ktm,St. Luji School Varissery,"Mariathuruthu PO, Kottayam",Kottayam,Aymanam,closed,Mob:9496044630-9496044631-8281341480,,,,,,Available,Available,Available,,
ekm,Sreebhootahpuram Touhith Madrasa,"Sreebhootahpuram
Touhith Madrasa",Aluva,Chowara,active,"Saritha Prabhakar - 9446348531(Charge Officer)
Chowara - 8547613704",,100,41,43,16,,,,,Family-24
tcr,Vellani Anganawadi,Vellani Anganawadi,Mukundapuram,Karalam,active,Sajitha A V - 8547614309,,,6,9,5,Satisfactory,,,,
ptm,MMAMT LPS Pazhampalli,"MMAMT LPS Pazhampalli
Kaviyur GP",Thiruvalla,Kaviyur,active,Abdulbari-9387594939,,,,,,,,,,
pkd,kanjikulam GLPS  Mundur,Mundur,palakkad,mundur 2,closed,Smt.Renu.R Deputy Collector 9895982648,,20,11,9,0,,,,,
alp,Kanichukulangara Auditorium &Chikkara Kottilukal,"Kanichukulangara, Mararikkulam North, Kerala 688530",Cherthala,Mararikkulam North,active,"94497799188- Thahasildar Cherthala

9495087874,9037740265",,3340,,,,No,No,No,Medicines,Bathrooms
ekm,"Sasthamangalam Ayyappa Temple,Vazhakulam","Sasthamangalam
Ayyappa
Temple,Vazhakulam",Kunnathunad,Vazhakulam,active,"Ambika-
9446611640
Vazhakulam-
8547613612
Nisha Aliyar-
9961822081",,20,,,,,,,,
ekm,Manimaruthuchal LPS,Manimaruthuchal LPS,Kothamangalam,Neriamangalam,active,"Abdul Salam
9447900521",,498,233,240,25,,,,,
ktm,DeviVilasam Higher Secondary School,Kudavechoor P. O,Vaikom,Vechoor,active,9495216001,,1560,678,784,98,Available,Needed,Needed,Available,
ptm,Sleeba Orthodox Church Thottabhagam,"Sleeba Orthodox Church
Thottabhagam
Kaviyur GP",Thiruvalla,Kaviyur,active,Vijay philip- 9847841267,,,,,,,,,,
pkd,Kumarapuram Higher Secondary school palakkad,palakkad,palakkad,palakkad 2,closed,Smt.Renu.R Deputy Collector 9895982648,,159,76,82,1,Available,Available,Available,Available,
ekm,"St.Antonys Church parish Hall, Kurichilakode","St.Antonys Church
parish Hall,
Kurichilakode",Kunnathunad,Kodanad,active,"Rajesh-
8547613607
kodanad-
8547613607
Kunjumol
Thankapan-
9746310458",,76,,,,,,,,
ekm,SHJ L P School Malavana,"SHJ L P School Malavana, Paravur 100",Paravur,Puthenvelikkara,active,"Laaja 9446387487
8547614114",,150,,,,,,,,
ekm,Thrikkariyoor LPS,Thrikkariyoor LPS,Kothamangalam,Thrikkariyoor,active,"Arun Kumar
9947169346",,,,,,,,,,
ptm,Govt.LPS Padinjatumssery,"Govt.LPS Padinjatumssery
Kaviyur GP",Thiruvalla,Kaviyur,active,Vishnu M Pillai- 9048110776,,,,,,,,,,
ekm,Kalady Plantation Corporation Hospital,"Kalady Plantation
Corporation Hospital",Aluva,Ayyampuzha,active,"C.M.Antony -9847121645(Charge Officer)
Ayyampuzha - 8547613715",,,,,,,,,,Total Family-3
ekm,GLPS Elanthikkara,"GLPS Elanthikkara, Paravur 99",Paravur,Puthenvelikkara,active,"francis 9496045856
Jabbar 9497434572
8547614114",,1000,,,,,,,,
ekm,Mouloodupura Madrassa Marampilli,"Mouloodupura
Madrassa Marampilli",Kunnathunad,marambilly,active,"Ambika-
9446611640
Marambilly-
8547613614
Nisha Aliyar-
9961822081",,190,,,,,,,,
pkd,Panchaliyamman kovil kalyanamandapam,"Panchaliyamman kovil kalyanamandapam, Akathethara",palakkad,Akathethara,closed,"Smt.Renu.R Deputy Collector 9895982648
9544002691",,111,57,54,,Available,Available,Available,Satisfied,
tcr,Thejus Anganawadi,Thejus Anganawadi,Mukundapuram,Karalam,active,Sajitha A V - 8547614309,,,11,14,5,Satisfactory,Needed,Needed,Needed,
ekm,U P S Kadamattom,U P S Kadamattom,Kunnathunad,Aikkaranad north,active,"Shanti M John
8547613617
Aikkaranad
North8547613
617
K K Raju-
9847472245",,278,143,93,36,,,,,
ekm,Albhudha Paanayikulam,"Albhudha Paanayikulam, Paravur 98",Paravur,Alangad,active,"Tomy Sebastian 9847710987
8547614117",,100,,,,No,No,No,No,Cleaning Materials
ekm,"Al-Madina School,Parambayam","Al-Madina
School,Parambayam",Aluva,Chengamanad,active,Anilkumar Menon -9446459310(Charge Officer),,,,,,,,,,
ktm,SNDP Hall Pulikkuttisseri,"Pulikkuttissery PO, Kottayam",Kottayam,Aymanam,active,"9496044630
-9496044631-8281347480",,197,96,82,19,Available,Available,Available,Available,
ekm,Irshadiya Public School Koovalloor,Irshadiya Public School Koovalloor,Kothamangalam,Pallarimangalam,active,"Joju Antony
7558817546",,171,64,68,39,,,,,
tcr,"Little Flower LPS, Thanissery","Little Flower LPS, Thanissery",Mukundapuram,Karalam,active,"Sajitha A V, 8547614309",,,31,33,11,Satisfactory,Needed,Needed,Needed,
ekm,Arnold school aduvassery,"Arnold school aduvassery, Paravur 97",Paravur,Kunnukara,active,"KB Geetha 9497443213
francis 9496045855
Jabbar 9497434571
8547614112",,500,,,,Drinking water,Dress materials,No,No,Cleaning Materials
ekm,"S C Community Hall, Koovappady","S C Community Hall,
Koovappady",Kunnathunad,koovappady,active,"Elizabath Beena
8547613603
Koovappady
8547613603
Kunjumol
Thankapan-
Warad 20-
Sudha Raju-
9744398505",,52,22,30,,,,,,
alp,Kanichukulangara Devaswam School.,"Kanichukulangara, Mararikkulam North, Kerala 688530",Cherthala,Mararikkulam North,active,"9497799188
Abdul Rasheed
Thahasildar Cherthala",,0,,,,,,,,
ekm,"LP School,Sreemoolanagaram","LP School,Sreemoolanagaram",Aluva,Chowara,active,"Saritha Prabhakar - 9446348531(Charge Officer)
Chowara -8547613704",,506,207,240,59,,,,,Total Family-118
kol,"K V PRAYAR GLPS,CLAPPANA",CLAPPANA,KARUNAGAPPALLY,CLAPPANA,active,8547610817,,44,22,11,11,,,,,
tcr,Parannur St.Thomas UP School,Parannur St.Thomas UP School,Kunnamkulam,Choondal,active,"Binu Nelson,Village Officer,Choondal,Mob:8547614635",,,,,,,,,,
ekm,Cheranalloor Higher Secondary School,"Cheranalloor Higher
Secondary School",Kunnathunad,koovappady,active,"Eiizabath Beena
8547613603
Koovappady
8547613603
Kunjumol
Thankapan-
19Selna
Shaju",,1600,,,,No,Lungi Dress Materials,No,No,Cleaning Materials
tcr,Anganavadi 90,Anganavadi 90,Mukundapuram,Pullur,active,Beena P - 8547614311,,,3,3,2,Needed,Needed,Needed,Needed,
tcr,Keerthy Anganawadi,Keerthy Anganawadi,Mukundapuram,Karalam,active,Sajitha A V- 8547614309,,,8,10,2,Satisfactory,Needed,Needed,Needed,
ekm,Christuraj HS kuttipuzha,"Christuraj HS kuttipuzha, Paravur 96",Paravur,Kunnukara,active,"KB Geetha 9497443213
francis 9496045854
Jabbar 9497434570
8547614112",,800,,,,,,,,
ktm,Edakadathy,"TKM UPSchool, Edakadathy, Kottayam Dist",Kanjirappally,Erumely South,active,,,,,,,Available,Available,Available,Available,
kol,KOTTANKAL LPS,KALLELIBHAGOM,KARUNAGAPPALLY,KALLELILBHAGOM,active,8547610810,,435,163,180,92,,,,,
tcr,Karalam ALPS,Karalam ALPS,Mukundapuram,Karalam,active,Sajitha A V- 8547614309,,,130,141,29,Satisfactory,Needed,Needed,Needed,
ekm,Govt.UPS Chembankuzhy,Govt.UPS Chembankuzhy,Kothamangalam,Neriamangalam,active,"Abdul Salam
9447900521",,866,347,374,145,,,,,
ekm,"Paniyeli L P S, Kombanad","Paniyeli L P S,
Kombanad",Kunnathunad,Kombanad,active,"Jessy Augustian-
9497679914
Kombanad-
8547613608
M A Shaji-
9446463711",,25,,,,,,,,
ekm,Suhrud Sadan,"Chunangamvely,Keezhmad Grama Panchayath",Aluva,Keezhmad,active,Sainaba K.I-9495789479(Charge Officer),,,,,,,,,,
pkd,Apna Ghar,kanjikode,palakkad,Pudussery central,active,Smt.Renu.R Deputy Collector 9895982648,,529,244,285,,,Kids dress & Chappel,,,
wnd,Valiyapala LPS,"Valiyapala LPS , Vythiri",Vythiri,Vythiri,active,8547616603,,635,289,292,54,,,,,
alp,St:Joseph's College Alappuzha,"NH 47, Convent Square, Alappuzha, Kerala 688001",Ambalappuzha,Mullackal,active,"9388787718
Kavitha B
Special Thahasildar(NH)
Cherthala",,950,,,,,,,,
ekm,Juma ath pally kunnukara,"Juma ath pally kunnukara, Paravur 95",Paravur,Kunnukara,active,"KB Geetha- 9497443213
francis 9496045853
Jabbar 9497434569",,150,,,,,,,,
kol,SN ITC KALLELIBHAGOM,KALLELIBHAGOM,KARUNAGAPPALLY,KALLELILBHAGOM,active,8547610810,,58,27,16,15,,,,,
tcr,St.Joseph Convent HS Karuvannur,St.Joseph Convent HS Karuvannur,Mukundapuram,Porathussey,active,Sathyan U A - 8547614303,,,19,21,7,Needed,Needed,Needed,Needed,
tcr,High School Karalam,High School Karalam,Mukundapuram,Karalam,active,Sajitha A V- 8547614309,,,111,122,,Satisfactory,Needed,Needed,Needed,
wnd,Idiyam vayal Anganavadi,"Idiyam vayal Anganavadi,28 Vythiri",Vythiri,28 Vythiri,active,Jancy Agricultural Assistant : 9497397431,,145,42,76,27,,,,,
pkd,IPT&GPT Kulappully,Shornur,Ottappalam,Shornur 1 & 2,closed,"Renu R (Deputy Collector) 9895982648

Coordinator--->8547615104",,149,76,71,2,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,
ekm,Inchathotty Mar Gregarious Church,Inchathotty Mar Gregarious Church,Kothamangalam,Kuttampuzha,active,"Saiju Paul
9447578757",,200,,,,,,,,
ktm,KVK Kumarakom,"Cheepunkal PO, Kottayam",Kottayam,Aymanam,active,"9496044630
-9496044631-8281347480",,893,403,446,44,Available,Available,Available,,
pkd,AUPS Kalpathy,kalpathy,palakkad,palakkad 2,closed,"Smt.Renu.R Deputy Collector 9895982648
8547614903(Village Officer)",,53,24,26,3,Available,Available,Available,Satisfied,
wnd,Idiyam vayal Pakalveedu,Idiyam vayal Pakalveedu,Vythiri,Achooranam,active,Jancy Agricultural Assistant: 9497397431,,95,50,34,11,,,,,
kol,"LORDS SCHOOL,KARUNAGAPALLY",KARUNAGAPALLY,KARUNAGAPPALLY,KARUNAGAPALLY,active,8547610806,,86,35,31,20,,,,,
ekm,"St.Francis ,Athani","St.Francis ,Athani",Aluva,Chengamanad,active,Anilkumar Menon -9446459310(Charge Officer),,,,,,,,,,
ekm,Manikandanchal CSI Church,Manikandanchal CSI Church,Kothamangalam,Kuttampuzha,active,"Saiju Paul
9447578757",,110,,,,,,,,
ktm,SNDP Hall,Kolettambalam,Kottayam,Arpookara,active,,,,,,,,N0(Panchayat suplied neccessery inner garments.and sanitary pads),,,
tcr,Anaswara Anganwadi,Anaswara Anganwadi,Mukundapuram,Karalam,active,Sajitha A V- 8547614309,,,2,3,2,Satisfactory,,,,
wnd,Athimoola Panchayath Community Hall,"Athimoola Panchayath
Community Hall,Achooranam",Vythiri,Achooranam,active,Nanda Kumar S : 8606247730,,46,12,26,8,,,,,
alp,Jyothi Nikethan School Punnapra,"Punnapra, Alappuzha, Kerala 688003",Ambalappuzha,Punnapra,active,"8921958737
Suma
Thahasildar(LANH)
Alappuzha",,228,,,,,,,,
ekm,Vayalkara GLPS,"Vayalkara GLPS, Paravur 94",Paravur,Kunnukara,active,"francis 9496045852

Jabbar 9497434568",,800,,,,,,,,
wnd,Pinangod UPS,"Pinangod UPS,Achooranam",Vythiri,Achooranam,active,Baiju MS : 8281264598,,120,44,62,14,,,,,
tcr,St.Antonys LPS Moorkanad,St.Antonys LPS Moorkanad,Mukundapuram,Porathussey,active,Sathyan U A - 8547614303,,,75,78,7,Needed,Needed,Needed,Needed,
ktm,Anganvady,Thoppilparambu Colony,Kottayam,Arpookara,active,,,,,,,,N0(Panchayat suplied neccessery inner garments.and sanitary pads),,,
tcr,U P School Kallur,U P School Kallur,Mukundapuram,Kallur,active,Ebraham Varghese- 8547614320,,,10,77,28,Satisfactory,Needed,Needed,Needed,Not Open Supplyco Outlet
ekm,"St.Theresas LP School, Vallam","St.Theresas LP School,
Vallam",Kunnathunad,Chelamattom-,active,"Joshy Varghese-
9895152743
Chelamattom-
8547613606
Mercy Grorge
9496045744",,24,11,13,,,,,,
ekm,GLPS Sathrappady kuttampuzha,GLPS Sathrappady kuttampuzha,Kothamangalam,Kuttampuzha,active,"Saiju Paul
9447578757",,200,,,,,,,,
ekm,Yuvajana Vayanashala Eloor,"Yuvajana Vayanashala
Eloor",Paravur,Eloor,active,,,200,,,,,,,,
ktm,"Anganwadi No.43, Pandavam","Aymanam PO, Kottayam",Kottayam,Aymanam,active,"9496044630
-9496044631-8281347480",,16,6,10,0,Available(Rice 21/08/2018),Available,Available,BedsheetMedicines for Valamkadi,Sleeping mate
wnd,GUPS Ambalavayal,GUPS Ambalavayal,Bathery,Ambalavayal,closed,,,,,,,,,,,
ekm,Muslilm Jama ath Madrassa,"Chalakkal , Keezhmad Grama Panchayath",Aluva,Keezhmad,active,Sainaba K.I -9495789479 (Charge Officer),,,,,,,,,,
alp,SDV Boys School Alappuzha,"Sanathanam Ward, Alappuzha, Kerala 688001",Ambalappuzha,Mullackal,active,"9400510739
Anilkumar
Thahasildar (RR)
Ambalappuzha",,620,,,,,,,,
kol,"VENGARA LPS,THODIYOOR",THODIYOOR,KARUNAGAPPALLY,THODIYOOR,active,8547610814,,184,65,84,35,,,,,
ekm,GLPS Vavakkad,"GLPS Vavakkad, Paravur 93",Paravur,Moothakunnam,active,,,183,,,,,,,,
ekm,Guardian Angel Manjummael,"Guardian Angel
Manjummael",Paravur,Eloor,active,,,160,,,,,,,,
ekm,Noorul islam madrassa south vallom,Noorul islam madrassa south vallom,Kunnathunad,Chelamattom-,active,"Joshy Varghese-
9895152743
Mercy Grorge
9496045744",,584,274,310,,,,,,
wnd,GHS Kuppadi,GHS Kuppadi,Bathery,Kuppadi,active,"04936220720
9847839346","Light,Kitchen Toilet facility available",75,19,31,25,,,,,
tcr,De paul Higher Secondary School Choondal,De paul Higher Secondary School Choondal,Kunnamkulam,Choondal,active,"Binu Nelson.Village Officer,Choondal.Mob:8547614635",,,25,22,14,,,,,
ktm,St. Philominas GHS,"Villoonni, Arpookara",Kottayam,Arpookara,active,,,,,,,,N0(Panchayat suplied neccessery inner garments.and sanitary pads),,,
ekm,St ANNES HS Eloor,St ANNES HS Eloor,Paravur,Eloor,active,,,120,,,,,,,,
tcr,GLPS Thrikkur,GLPS Thrikkur,Mukundapuram,Kallur,active,Ebraham Varghese-8547614320,,,,,,,,,,"No gas, No Petrol, Inconvenience of Travelling"
wnd,Kelakavala Anganwandi,"Kelakavala Anganwandi,Irulam",Bathery,Irulam,closed,,,,,,,,,,,
ekm,Kuttampuzha Panchayat Shelter,Kuttampuzha Panchayat Shelter,Kothamangalam,Kuttampuzha,active,"Saiju Paul
9447578757",,8,3,5,0,,,,,
ekm,MES UPS Eloor,MES UPS Eloor,Paravur,Eloor,active,,,310,,,,,,,,
ekm,Francis Assic School Madaplathuruth,"Francis Assic School  Madaplathuruth
Paravur 92",Paravur,Moothakunnam,active,,,202,,,,,,,,
wnd,"GHS, Irulam","GHS, Irulam",Bathery,Irulam,closed,,,163,,,,,,,,Camp closed on 19/08/2018
alp,SDV JBS Alappuzha,"Kidangamparamp, Thondankulangara, Thathampally, Alappuzha, Kerala 688013",Ambalappuzha,Mullackal,active,"8547611901
Ravindra natha Panicker
Thahasildar(LR)
Kuttanad",,316,,,,,,,,
ekm,GHS Chengamanad,GHS Chengamanad,Aluva,Chengamanad,active,Anilkumar Menon -9446459310(Charge Officer),,,,,,,,,,
ptm,"NSS Karayoga Mandiram ,chittur","NSS Karayoga Mandiram ,chittur
Konni",Konni,Konni,active,Aneesh- 8547650932,,25,,,,,,,,
ekm,Govt UPS Eloor,Govt UPS Eloor,Paravur,Eloor,active,,,100,,,,,,,,
ekm,Italian Convent Madaplathuruth,"Italian Convent Madaplathuruth , Paravur91",Paravur,Moothakunnam,active,,,189,,,,,,,,
kol,"AMRUTHA UPS,PAVUMBA",PAVUMBA,KARUNAGAPPALLY,PAVUMBA,active,8547610818,,200,70,90,40,,,,,
tcr,LPHS Girls School Thumbur,LPHS Girls School Thumbur,Mukundapuram,Kaduppassery,active,"Manoj G L Nair, 8547614305",,,1,3,2,Needed,Needed,Needed,Needed,
wnd,GLPS EDAKKAL,"GLPS EDAKAL, AMBALAVAYAL POST",Bathery,Nenmeni,closed,"9495649094,
രാജചന്ദ്രന്‍ -എല്‍ എസ് ജി ഡി ഓവര്‍സിയര്‍-9744737679","KICHEN-ഗ്യാസ് അടുപ്പ്-1,വിറക് അടുപ്പ്-2

TOILETS-3

LIGHT-3",48,21,27,1,,,,,
ekm,SHJ UPS Vadakkumbhagam,"SHJ UPS
Vadakkumbhagam",Paravur,Eloor,active,,,130,,,,,,,,
